times(ps)|lambda_restraints|lambda_electrostatics|lambda_sterics|(0.0, 0.0, 0.0)|(1.0, 0.0, 0.0)|(1.0, 0.1, 0.0)|(1.0, 0.2, 0.0)|(1.0, 0.3, 0.0)|(1.0, 0.4, 0.0)|(1.0, 0.5, 0.0)|(1.0, 0.6, 0.0)|(1.0, 0.7, 0.0)|(1.0, 0.8, 0.0)|(1.0, 0.9, 0.0)|(1.0, 1.0, 0.0)|(1.0, 1.0, 0.05)|(1.0, 1.0, 0.1)|(1.0, 1.0, 0.15)|(1.0, 1.0, 0.2)|(1.0, 1.0, 0.25)|(1.0, 1.0, 0.3)|(1.0, 1.0, 0.35)|(1.0, 1.0, 0.4)|(1.0, 1.0, 0.45)|(1.0, 1.0, 0.5)|(1.0, 1.0, 0.55)|(1.0, 1.0, 0.6)|(1.0, 1.0, 0.65)|(1.0, 1.0, 0.7)|(1.0, 1.0, 0.75)|(1.0, 1.0, 0.8)|(1.0, 1.0, 0.85)|(1.0, 1.0, 0.9)|(1.0, 1.0, 0.95)|(1.0, 1.0, 1.0)
395.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
396.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
396.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
396.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
397.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
397.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
398.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
398.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
398.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
399.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
399.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
400.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
400.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
400.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
401.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
401.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
402.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
402.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
402.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
403.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
403.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
404.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
404.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
404.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
405.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
405.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
406.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
406.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
406.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
407.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
407.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
408.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
408.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
408.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
409.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
409.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
410.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
410.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
410.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
411.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
411.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
412.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
412.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
412.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
413.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
413.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
414.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
414.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
414.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
415.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
415.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
416.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
416.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
416.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
417.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
417.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
418.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
418.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
418.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
419.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
419.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
420.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
420.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
420.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
421.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
421.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
422.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
422.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
422.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
423.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
423.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
424.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
424.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
424.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
425.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
425.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
426.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
426.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
426.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
427.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
427.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
428.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
428.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
428.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
429.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
429.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
430.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
430.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
430.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
431.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
431.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
432.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
432.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
432.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
433.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
433.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
434.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
434.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
434.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
435.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
435.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
436.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
436.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
436.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
437.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
437.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
438.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
438.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
438.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
439.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
439.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
440.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
440.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
440.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
441.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
441.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
442.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
442.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
442.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
443.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
443.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
444.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
444.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
444.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
445.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
445.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
446.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
446.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
446.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
447.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
447.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
448.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
448.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
448.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
449.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
449.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
450.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
450.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
450.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
451.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
451.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
452.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
452.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
452.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
453.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
453.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
454.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
454.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
454.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
455.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
455.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
456.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
456.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
456.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
457.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
457.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
458.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
458.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
458.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
459.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
459.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
460.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
460.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
460.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
461.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
461.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
462.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
462.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
462.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
463.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
463.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
464.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
464.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
464.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
465.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
465.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
466.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
466.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
466.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
467.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
467.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
468.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
468.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
468.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
469.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
469.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
470.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
470.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
470.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
471.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
471.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
472.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
472.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
472.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
473.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
473.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
474.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
474.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
474.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
475.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
475.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
476.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
476.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
476.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
477.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
477.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
478.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
478.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
478.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
479.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
479.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
480.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
480.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
480.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
481.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
481.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
482.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
482.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
482.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
483.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
483.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
484.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
484.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
484.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
485.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
485.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
486.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
486.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
486.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
487.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
487.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
488.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
488.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
488.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
489.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
489.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
490.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
490.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
490.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
491.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
491.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
492.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
492.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
492.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
493.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
493.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
494.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
494.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
494.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
495.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
495.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
496.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
496.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
496.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
497.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
497.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
498.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
498.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
498.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
499.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
499.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
500.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
500.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
500.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
501.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
501.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
502.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
502.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
502.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
503.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
503.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
504.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
504.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
504.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
505.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
505.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
506.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
506.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
506.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
507.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
507.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
508.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
508.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
508.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
509.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
509.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
510.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
510.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
510.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
511.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
511.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
512.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
512.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
512.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
513.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
513.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
514.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
514.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
514.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
515.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
515.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
516.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
516.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
516.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
517.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
517.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
518.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
518.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
518.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
519.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
519.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
520.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
520.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
520.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
521.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
521.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
522.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
522.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
522.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
523.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
523.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
524.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
524.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
524.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
525.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
525.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
526.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
526.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
526.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
527.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
527.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
528.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
528.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
528.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
529.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
529.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
530.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
530.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
530.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
531.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
531.6|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
532.0|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
532.4|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
532.8|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
533.2|0.0|0.0|0.0|0.0|0.0||||||||||||||||||||||||||||||
